# submitted_item	validated_id	current_symbol
Q9VV09	FBgn0036587	CG4950
A1A708	FBgn0039563	CG4951
Q59DZ0	FBgn0005677	dac
Q95TN1	FBgn0032204	CG4953
A1ZAX1	FBgn0034258	eIF3c
Q9VX85	FBgn0030814	CG4955
Q9VBM4	FBgn0039370	CG4956
Q9VL11	FBgn0032205	CG4957
Q9VBM3	FBgn0039371	CG4960
Q9VV21	FBgn0036597	CG4962
Q9VAY3	FBgn0039561	mfrn
Q03019	FBgn0002673	twe
A1ZAX8	FBgn0034261	HPS4
Q9VL00	FBgn0032214	CG4968
Q9VM26	FBgn0031902	Wnt6
Q2MGK5	FBgn0032364	CG4970
Q9VM25	FBgn0031903	Wnt10
Q9VKZ7	FBgn0032217	CG4972
Q9VDP8	FBgn0038772	mdlc
Q24114	FBgn0263930	dally
B7YZJ4	FBgn0034266	CG4975
Q8MT36	FBgn0039559	NSD
Q9VKG1	FBgn0015400	kek2
Q9XYU0	FBgn0020633	Mcm7
Q9VEY9	FBgn0038398	sxe2
Q9VAY6	FBgn0039558	BCAS2
Q9VV22	FBgn0036598	CG4982
Q9VKF8	FBgn0032371	CG4983
A1ZAY4	FBgn0034267	CG4984
Q9V3J3	FBgn0011670	Mst57Dc
Q9VKF7	FBgn0032372	CG4988
Q9VX83	FBgn0030817	CG4991
O61722	FBgn0024734	PRL-1
Q0E8E8	FBgn0026409	Mpcp2
Q76NQ2	FBgn0032219	CG4995
A1ZAY8	FBgn0034271	Vps50
Q0E8E2	FBgn0036612	CG4998
Q9V3E5	FBgn0035936	Tsp66E
Q9VEZ3	FBgn0027948	msps
Q9VPY9	FBgn0031322	CG5001
Q7K4I4	FBgn0034275	CG5002
Q9VAZ0	FBgn0039554	CG5003
M9MSQ1	FBgn0260748	CG5004
Q0IGU7	FBgn0022740	HLH54F
P81916	FBgn0026390	Or33c
Q9NHA8	FBgn0040321	GNBP3
Q7KML2	FBgn0027572	ACOX1
X2JFJ0	FBgn0260747	Chchd2
Q9VPZ1	FBgn0040723	CG5011
Q9VSR5	FBgn0011787	mRpL12
Q9VEZ4	FBgn0038396	CG5013
Q9W4N8	FBgn0029687	Vap33
Q9VBL7	FBgn0011669	Mst57Db
Q9VAZ1	FBgn0267366	mil
M9PFG1	FBgn0263605	l(3)72Dn
Q9VJE5	FBgn0020503	CLIP-190
Q8IQC1	FBgn0035944	CG5021
Q9VKY7	FBgn0032225	CG5022
Q9I7J0	FBgn0038774	CG5023
Q9VBM1	FBgn0039373	CG5024
Q9VKY8	FBgn0032224	Sps2
Q8SZY7	FBgn0035945	CG5026
Q961B9	FBgn0036579	CG5027
Q8MT18	FBgn0039358	CG5028
P91931	FBgn0019932	SamDC
Q9UAS6	FBgn0026309	aft
Q7K0Y1	FBgn0028744	CG5033
Q9VKZ0	FBgn0032223	GATAd
A0A0B4LFL6	FBgn0028743	Dhit
Q9VKZ1	FBgn0032222	CG5037
Q9VF81	FBgn0038324	CG5038
Q9VBN8	FBgn0039356	CG5039
Q9VPX4	FBgn0031309	Tfb4
Q9VJE1	FBgn0032636	CG5043
Q960K8	FBgn0038326	CG5044
Q9VKY3	FBgn0032229	ClpP
Q9VPD5	FBgn0037008	mTerf3
Q9VUG3	FBgn0036437	CG5048
Q9VJD8	FBgn0032637	CG5050
Q24454	FBgn0003087	pim
Q9VBP2	FBgn0261986	RASSF8
Q0KHR3	FBgn0000163	baz
Q9VKY0	FBgn0032231	CG5056
Q9GYU7	FBgn0036581	MED10
Q8IPU7	FBgn0037007	BNIP3
Q9W4E4	FBgn0029747	CG5062
Q9VF77	FBgn0038327	Trax
Q9VSS2	FBgn0035947	Srp68
A1ZAI5	FBgn0034145	CG5065
Q95R98	FBgn0035951	CG5068
P32027	FBgn0014143	croc
Q9VX73	FBgn0030824	CG5070
A0A0B4K7U6	FBgn0039347	CG5071
Q7K306	FBgn0016131	Cdk4
Q9VF70	FBgn0038331	Ccm3
Q9VK47	FBgn0032464	Vha68-3
A0A0B4LGW2	FBgn0011589	Elk
Q9VPD8	FBgn0037005	CG5078
Q9VBP8	FBgn0039346	CG5079
Q7K3E2	FBgn0031313	CG5080
Q7K0X9	FBgn0267849	Syx7
Q9VF04	FBgn0038390	Rbf2
A1ZB17	FBgn0034288	CG5084
Q9I7I7	FBgn0038788	Sirt2
M9PEV2	FBgn0035953	CG5087
Q8T0U2	FBgn0034144	CG5089
Q9VKX7	FBgn0032234	gny
Q9VK45	FBgn0021796	Tor
Q9VST0	FBgn0035954	Doc3
Q9VJD4	FBgn0032640	Sgt
Q9VKX6	FBgn0032235	CG5096
Q9VDN2	FBgn0038790	MtnC
Q6AWG9	FBgn0034300	CG5098
Q8IMS8	FBgn0011666	msi
P11420	FBgn0267821	da
Q9VVP4	FBgn0036784	CG5103
Q9VPD4	FBgn0037009	CG5104
Q9VPY2	FBgn0024314	Plap
Q8T3W8	FBgn0037879	scpr-C
Q8T3W8	FBgn0037888	scpr-B
Q9VBQ4	FBgn0039342	CG5107
Q9VKX4	FBgn0032236	mRpS7
Q24459	FBgn0003044	Pcl
Q9VJD2	FBgn0032642	CG5110
Q9VBQ3	FBgn0039343	CG5111
Q9VBQ5	FBgn0039341	CG5112
M9NE98	FBgn0036460	CG5114
Q9VBQ7	FBgn0039339	CG5116
Q9VPY3	FBgn0031317	Charon
P21187	FBgn0265297	pAbp
Q9VBQ9	FBgn0039337	MED28
Q9VK40	FBgn0032471	CG5122
Q24106	FBgn0003997	hid
Q7K7W5	FBgn0000057	adp
P10676	FBal0064376	hrg[k07619]
Q9VPY7	FBgn0031320	CG5126
Q9VBR1	FBgn0039335	Vps33B
Q9VPE3	FBgn0037000	ZnT77C
Q9VJD0	FBgn0032644	CG5131
M9PBY6	FBgn0028789	Doc1
Q9VVN6	FBgn0036778	Cyp312a1
Q9VPZ0	FBgn0031323	CG5139
A0A0B4KFV0	FBgn0034314	nopo
Q9VK41	FBgn0032470	Ttc30
Q9VST4	FBgn0035957	CG5144
Q9VRM6	FBgn0035617	l(3)psg2
Q8SYM9	FBgn0036775	Rpc53
Q9VEN2	FBgn0038478	cal1
Q9VM22	FBgn0031904	CG5149
Q9VRM9	FBgn0035620	Alp9
Q9VUZ4	FBgn0036576	CG5151
Q8T0R7	FBgn0064237	Idgf5
Q9VM21	FBgn0031905	gudu
Q9VUZ3	FBgn0036575	CG5157
Q9VM20	FBgn0031906	CG5160
Q9VUZ1	FBgn0266724	Trs20
Q9VX69	FBgn0030828	CG5162
P52656	FBgn0013347	TfIIA-S
Q7KK90	FBgn0034335	GstE1
Q9VUY9	FBgn0003076	Pgm1
Q8SWR8	FBgn0041188	Atx2
Q9VG81	FBgn0038038	Sccpdh2
Q9VKW1	FBgn0032246	Wdfy2
Q9VEN3	FBgn0266465	GckIII
Q7KN75	FBgn0027835	Dp1
Q9VM19	FBgn0031907	CG5171
Q9VX67	FBgn0030830	CG5172
E1JGL5	FBgn0034345	CG5174
Q8SX89	FBgn0038476	kuk
Q9VM18	FBgn0031908	CG5177
P83967	FBgn0000047	Act88F
O17432	FBgn0019949	Cdk9
B7Z0N0	FBgn0043457	CG5180
Q9VM17	FBgn0031909	CG5181
Q9VK37	FBgn0028410	Pk34A
O76767	FBgn0267330	KdelR
Q9VEN6	FBgn0038474	mRpS11
Q9V3S6	FBgn0026320	Tom
A1ZB86	FBgn0261477	slim
Q9VST2	FBgn0035956	Doc2
Q9VKV9	FBgn0032247	CG5188
Q9V8I2	FBgn0034350	CG5189
Q7JUX9	FBgn0034351	rswl
Q7KSA4	FBgn0038803	CG5191
O01668	FBgn0019940	Rh6
P29052	FBgn0004915	TfIIB
M9PHV0	FBgn0035955	CG5194
Q9VPF0	FBgn0036995	atk
Q9VG80	FBgn0038039	CG5196
Q9VKV5	FBgn0032250	holn1
Q9VPF1	FBgn0036994	CG5199
Q5U110	FBgn0020493	Dad
Q9VKD5	FBgn0032391	escl
Q9XYW6	FBgn0027052	STUB1
Q9VK36	FBgn0032473	kmg
Q9VF56	FBgn0038344	obe
A8WHL4	FBgn0023097	bon
Q9VGQ3	FBgn0037889	scpr-A
Q9VEN9	FBgn0266053	Patr-1
Q23997	FBgn0013763	Idgf6
O77237	FBgn0025574	Pli
Q9VF55	FBgn0038345	CG5213
Q9VGQ1	FBgn0037891	CG5214
F0JAG2	FBgn0263603	Zn72D
Q9VK34	FBgn0024291	Sirt1
Q9VDY4	FBgn0038694	CG5217
Q9VPF6	FBgn0036990	mRpL15
Q9VEP1	FBgn0038471	Trm7-32
Q95TS5	FBgn0036570	IntS9
Q7JVZ8	FBgn0034354	GstE11
Q9VEP4	FBgn0038468	CG5225
O97394	FBgn0021764	sdk
M9NEW2	FBgn0028387	chm
Q7JQW6	FBgn0029158	Las
Q9VG74	FBgn0038045	NANS
Q9VUY0	FBgn0036565	CG5235
E1JIP9	FBgn0038693	unc79
Q9VUX9	FBgn0263602	Tasp1
Q9VGP7	FBgn0037892	mRpL40
Q9VG72	FBgn0038047	CG5245
Q9VEM6	FBgn0038484	CG5246
Q23976	FBgn0011774	Irbp
Q9VCX1	FBgn0020278	loco
M9PBR0	FBgn0035625	Blimp-1
Q9VDY7	FBgn0038691	CG5250
Q9VGP4	FBgn0037894	Ranbp9
X2JA11	FBgn0040383	CG5254
Q9VEM5	FBgn0038485	CG5255
Q9V3U2	FBgn0029148	NHP2
M9PCA2	FBgn0283658	muc
Q9VPF8	FBgn0036988	CG5262
Q23972	FBgn0016070	smg
Q9VCY0	FBgn0014949	btn
Q9VEM4	FBgn0038486	CG5265
P40301	FBgn0086134	Prosalpha2
Q0IGY7	unknown ID	-
Q9VF08	FBgn0038387	blp
A0A0B4KGG5	FBgn0267975	vib
Q9VGP1	FBgn0037897	CG5270
P15357	FBgn0003942	RpS27A
Q9VUI0	FBgn0001120	gnu
Q9W5D6	FBgn0040382	CG5273
Q9VPF9	FBgn0036987	CG5274
Q9VGN8	FBgn0037900	CG5276
O76994	FBgn0025366	Ip259
Q9VCY6	FBgn0038986	sit
P91657	FBgn0014019	Rh5
Q9VSS7	FBgn0035952	CG5280
Q9VGN6	FBgn0037902	CG5281
Q9VPG0	FBgn0036986	CG5282
Q9VUY1	FBgn0036566	ClC-c
Q9VEM1	FBgn0038490	CG5285
Q9VK30	FBgn0032477	Alg7
Q95U34	FBgn0263199	Galk
P48601	FBgn0015282	Rpt2
Q9VVM8	FBgn0036772	CG5290
Q9VEM0	FBgn0038491	CG5292
E1JI03	FBgn0036449	bmm
Q9VKW4	FBgn0032243	Klp31E
Q24141	FBgn0002715	mei-S332
Q9VKC9	FBgn0010497	dmGlut
Q961T8	FBgn0037908	dpr5
Q9VY27	FBgn0030573	nmdyn-D6
Q9VKW3	FBgn0032244	RfC3
Q9VCY8	FBgn0038984	AdipoR
Q8MSG8	FBgn0038704	CG5316
Q9VKC1	FBgn0032404	RpL7-like
P54385	FBgn0001098	Gdh
Q9VY24	FBgn0030575	CG5321
Q9VKV2	FBgn0032253	LManI
Q7JVK8	FBgn0034362	CG5323
Q8IP97	FBgn0032407	Pex19
Q9VCZ0	FBgn0038983	CG5326
Q7JY26	FBgn0034363	CG5327
Q9W1G7	FBgn0015268	Nap1
Q9VG62	FBgn0038055	trus
Q9VY21	FBgn0030577	CG5334
A1ZBB1	FBgn0034365	CG5335
Q9VKB2	FBgn0032409	Ced-12
Q9VKV6	FBgn0032249	TBC1D16
Q7KS38	FBgn0039129	RpS19b
Q9W1H1	FBgn0034925	CG5339
Q9V8K2	FBgn0266671	Sec6
Q9VGL9	FBgn0037916	CG5342
Q9VKV8	FBgn0032248	Bug22
Q9VGL8	FBgn0037917	wkd
Q7JXZ2	FBgn0000566	Eip55E
Q9VCZ2	FBgn0038981	CG5346
Q9VY20	FBgn0030578	CG5347
A0A0B4K889	FBgn0034156	CG5348
Q05856	FBgn0262601	SmB
Q9VKB0	FBgn0027081	ThrRS
Q9VKW2	FBgn0005683	pie
Q9VKW5	FBgn0032242	CG5355
Q9VH48	FBgn0037770	Art4
Q9VH45	FBgn0037773	CG5359
Q9W1N8	FBgn0261786	mi
Q9VH28	FBgn0037786	Alp13
Q9VKX2	FBgn0262782	Mdh1
P23572	FBgn0004106	Cdk1
Q9VKY2	FBgn0027568	Cand1
Q9VKY4	FBgn0032228	CG5367
O02002	FBgn0010501	Dcp-1
P48591	FBgn0011703	RnrL
Q9W1M8	FBgn0034880	ItgaPS5
Q9W1M7	FBgn0015277	Pi3K59F
P12613	FBgn0003676	CCT1
A8DYY6	FBgn0032221	Schip1
Q9VCZ7	FBgn0038977	CG5376
Q9VD00	FBgn0038974	CG5377
Q9V3G7	FBgn0028688	Rpn7
Q4V4S9	FBgn0038956	CAH8
Q9VD25	FBgn0038951	CG5380
Q9VKZ6	FBgn0032218	CG5381
Q9VD26	FBgn0038950	CG5382
Q9VD28	FBgn0038948	PSR
Q9VKZ8	FBgn0032216	Usp14
Q9VKZ9	FBgn0267365	l(2)SH0834
Q9VD31	FBgn0038945	CG5386
Q9V3H5	FBgn0027491	Cdk5alpha
Q9VD32	FBgn0038944	CG5388
Q8T4C4	FBgn0036568	ATPsynbetaL
Q9VL01	FBgn0032213	CG5390
Q9VD33	FBgn0038943	CG5391
Q9VUJ2	FBgn0036463	Reck
A0A0B4KGD0	FBgn0015903	apt
P28668	FBgn0005674	GluProRS
X2J7P4	FBgn0005322	nmd
Q9VPZ5	FBgn0031327	CG5397
Q9W1M4	FBgn0034882	Eglp1
Q9VF46	FBgn0038353	CG5399
Q07892	FBgn0000564	Eh
Q9VB29	FBgn0039521	CG5402
Q24573	FBgn0004795	retn
Q9VF45	FBgn0038354	CG5404
Q8MRS5	FBgn0020647	KrT95D
Q9VEK6	FBgn0038504	Sur-8
Q9V3Z1	FBgn0028978	trbl
P45891	FBgn0011743	Arp53D
Q8IMX7	FBgn0039140	Miro
Q9VDL1	FBgn0038806	CG5412
Q9VEK7	FBgn0025456	CREG
Q9VUY4	FBgn0036569	IleRS-m
Q9VDL0	FBgn0038808	Srp14
Q9VK81	FBgn0032436	CG5418
Q9VK83	FBgn0032434	CG5421
Q8IMX4	FBgn0005649	Rox8
Q9VK84	FBgn0032433	Oatp33Ea
Q9W1L8	FBgn0034887	St1
Q9VCE1	FBgn0264325	Atg6
P54185	FBgn0011294	a5
Q9VBF5	FBgn0039425	Ald2
P46824	FBgn0010235	Klc
Q9VDK7	FBgn0038810	Srp72
Q9VK88	FBgn0032431	CG5435
O97125	FBgn0001230	Hsp68
Q9VK31	FBgn0032476	CG5439
Q9VQ00	FBgn0031331	CG5440
P41894	FBgn0263118	tx
Q9V3T8	FBgn0265298	SC35
P47825	FBgn0010280	Taf4
Q9VX56	FBgn0030838	CG5445
M9PBA6	FBgn0032429	CG5446
A0A0B4KH14	FBgn0039427	CG5447
O96860	FBgn0026141	Cdlc2
Q9VE18	FBgn0038666	Smu1
Q9XZT6	FBgn0022338	dnk
Q9VE17	FBgn0261792	snRNP-U1-C
Q9VBE6	FBgn0039430	CG5455
Q9VK29	FBgn0032478	Rsph1
Q02308	FBgn0001169	H
Q9VCD0	FBgn0039153	GatB
Q9W278	FBgn0034707	MED16
Q9VDK2	FBgn0038815	CG5466
Q9VBE2	FBgn0039434	TwdlM
Q7K0S5	FBgn0034372	Gint3
Q9VBD6	FBgn0039440	TwdlJ
Q9W1L5	FBgn0262728	Pal2
Q7KIS4	FBgn0034371	Ntan1
Q9VUZ0	FBgn0011016	SsRbeta
O62618	FBgn0015765	p38a
Q9VBD5	FBgn0039441	TwdlN
Q9VF09	FBgn0038386	CG5478
Q9W1L1	FBgn0034893	mRpL43
Q9VBD0	FBgn0243586	Tb
M9PC46	FBgn0002543	robo2
Q7K3D4	FBgn0034368	zda
Q9VDJ9	FBgn0038816	Lrrk
Q8IMR4	FBgn0039450	Yif1
Q9VVM6	FBgn0036770	Prestin
Q24574	FBgn0016756	Usp47
Q24256	FBgn0004854	B-H2
Q7JY94	FBgn0034366	Atg7
P08953	FBgn0262473	Tl
Q9VBB3	FBgn0039459	IntS12
Q7JZI2	FBgn0036769	Tsp74F
A1ZBA8	FBgn0034364	CG5493
Q9VDJ8	FBgn0038819	Cpr92F
Q9VRP3	FBgn0035631	Txl
A1ZBA5	FBgn0034361	mRpS28
Q9Y124	FBgn0027565	CG5498
P08985	FBgn0001197	His2Av
Q9VBA6	FBgn0039461	CG5500
Q8T6L6	FBgn0039157	Myo95E
P09180	FBgn0003279	RpL4
Q27237	FBgn0002174	CG5504
Q9VRP5	FBgn0260936	scny
Q9VVM2	FBgn0036766	CG5506
Q9VBA5	FBgn0004359	T48
Q9Y137	FBgn0027579	mino
Q9VG63	FBgn0038054	CG5509
Q9VCC2	FBgn0039160	CG5510
Q9VAY4	FBgn0039560	BOD1
Q9VCB9	FBgn0039163	CG5515
Q9VF05	FBgn0038389	CG5516
P22817	FBgn0001247	Ide
Q7KLW9	FBgn0261119	Prp19
Q9VAY2	FBgn0039562	Gp93
Q9VB98	FBgn0039466	CG5521
Q8MT78	FBgn0034158	CG5522
Q9VCB8	FBgn0266282	jnj
Q9VK69	FBgn0032444	CCT4
Q9VAY0	FBgn0039564	Nep7
M9NDW9	FBgn0036978	Toll-9
Q24255	FBgn0011758	B-H1
Q9W1K0	FBgn0034902	CG5532
Q9VVM0	FBgn0036764	CG5535
M9PHI7	FBgn0035639	kri
Q9VG65	FBgn0286507	vrs
Q9W1J5	FBgn0034907	CG5539
Q9VAZ3	FBgn0039551	Or98a
Q9VXZ2	FBgn0030603	CG5541
Q9W1J3	FBgn0034908	CG5543
Q9VJC1	FBgn0032651	Oli
Q9VVL6	FBgn0036761	MED19
Q7KTB3	FBgn0032482	Pect
Q9VXZ0	FBgn0030605	ND-B18
Q9W1J0	FBgn0034911	GlyT
A0A0B4K7T3	FBgn0034160	CG5550
Q9VPH2	FBgn0259676	Prim2
A0A0B4LHC9	FBgn0034914	CG5554
A0A0B4KHR2	FBgn0038686	CG5555
Q9VQ01	FBgn0031332	CG5556
Q9VDZ3	FBgn0010768	sqz
C0HDP4	FBgn0261089	Sytalpha
Q9VXY8	FBgn0030607	dob
Q9VQ02	FBgn0031333	CG5561
P27091	FBgn0024234	gbb
Q9VQ04	FBgn0031335	CG5565
Q9VVL5	FBgn0036760	CG5567
Q9VRQ4	FBgn0035641	CG5568
Q9W1H9	FBgn0034919	CG5569
O77459	FBgn0011236	ken
Q7K4Z4	FBgn0013983	imd
Q8SXC0	FBgn0036759	CG5577
Q9N693	FBgn0285917	sbb
P20240	FBgn0266420	Ote
Q9VVL0	FBgn0036756	Cln3
P29775	FBgn0005659	Ets98B
Q9VPH8	FBgn0036973	Rbbp5
Q9VB18	FBgn0039530	Tusp
Q7JWS8	FBgn0039532	Mtl
Q9VVK8	FBgn0036754	CG5589
Q9VB10	FBgn0039537	CG5590
A0A0B4LGG6	FBgn0263667	Lpt
Q9VRQ8	FBgn0035645	CG5592
Q8MLQ5	FBgn0261794	kcc
Q9VB08	FBgn0003330	Sce
P06742	FBgn0002772	Mlc1
Q9W1H6	FBgn0034920	CG5597
Q9VXY3	FBgn0030612	CG5599
Q9W1H4	FBgn0262619	DNAlig1
Q8IPC5	FBgn0032210	CYLD
Q9VL06	FBgn0032208	Ufd4
Q9VPH7	FBgn0036974	eRF1
Q9VG59	FBgn0038058	CG5608
Q9VDH4	FBgn0038838	TotB
P09478	FBgn0000036	nAChRalpha1
Q9VB17	FBgn0039531	CG5611
Q8SXF2	FBgn0039529	CG5612
Q9VX51	FBgn0030839	CG5613
Q9VF40	FBgn0038359	CG5614
M9PG67	FBgn0036975	CG5618
Q24155	FBgn0003751	trk
Q0KI38	FBgn0038840	Grik
Q8T485	FBgn0038357	CG5623
Q7KVL7	FBgn0034708	Vps35
Q9VTV4	FBgn0036266	Tsen54
Q9VXY2	FBgn0030613	Rab3-GEF
Q7KN99	FBgn0261285	Ppcs
A8JR58	FBgn0038842	hdly
Q9VTV1	FBgn0036263	thoc6
Q9VB20	FBgn0039528	dsd
P25724	FBgn0002962	nos
Q9VTU7	FBgn0036260	Rh7
Q9VB21	FBgn0039527	CG5639
M9MRG4	FBgn0260749	Utx
Q9VG73	FBgn0038046	CG5641
Q9VTU4	FBgn0036258	eIF3l
Q9VSS3	FBgn0035948	CG5644
Q9VTU0	FBgn0036254	CG5645
Q9VB24	FBgn0039525	CG5646
Q9VK14	FBgn0032492	Prosalpha6T
Q9VPH4	FBgn0024887	kin17
P12982	FBgn0004103	Pp1-87B
Q9VSS1	FBgn0086706	pix
Q9VSR8	FBgn0035943	CG5653
M9NFR5	FBgn0022959	yps
Q24491	FBgn0011305	Rsf1
M9PD70	FBgn0283479	Alp1
Q9VG77	FBgn0038042	Scgbeta
Q9VB25	FBgn0004387	Klp98A
Q94981	FBgn0017418	ari-1
Q9VSR7	FBgn0035942	ValRS-m
Q7YU67	FBgn0284221	Sema5c
Q8T4F2	FBgn0030620	CG5662
Q9VG79	FBgn0000455	Dip-C
M9PIG0	FBgn0037082	CG5664
M9NFL7	FBgn0036977	CG5665
A0A0B4KHC8	FBgn0039169	Spps
P13607	FBgn0002921	Atpalpha
Q7KMQ6	FBgn0026379	Pten
X2JEH3	FBgn0032656	CG5674
E1JJN6	FBgn0026313	X11L
Q9VL16	FBgn0032200	CG5676
Q9VCA9	FBgn0039172	Spase22-23
P92208	FBgn0000229	bsk
Q9VJB3	FBgn0032658	CG5681
M9PCV1	FBgn0032480	Edem2
P39413	FBgn0005694	Aef1
E1JHY7	FBgn0036239	Pop2
A0A0B4K6R7	FBgn0013995	Calx
Q9XTN2	FBgn0024248	chico
Q961Q9	FBgn0035293	CG5687
Q9VTS3	FBgn0026432	Grip163
Q9I7U5	FBgn0035295	Cnb
Q9VB22	FBgn0040080	pins
Q9VJB2	FBgn0040989	CG5693
Q9VL20	FBgn0032197	ova
Q01989	FBgn0011225	jar
Q9VDG3	FBgn0038846	CG5697
Q9VTR6	FBgn0028573	prc
M9PG08	FBgn0036980	RhoBTB
Q9VX36	FBgn0030853	ND-24
Q9W047	FBgn0026570	CG5704
Q9VK20	FBgn0032486	mRF1
Q9VCA5	FBgn0039175	beta-PheRS
D5SHT6	FBgn0026593	CG5707
Q9VL21	FBgn0032196	CG5708
O76924	FBgn0025186	ari-2
P15372	FBgn0000120	Arr1
M9PE08	FBgn0040507	ACXD
Q9W032	FBgn0000543	ecd
Q9VC98	FBgn0039180	CG5715
Q9W029	FBgn0041709	yellow-g
Q8SX97	FBgn0036222	SdhAL
Q9V3H9	FBgn0028471	Nab2
Q7K486	FBgn0034315	CG5721
Q9VL24	FBgn0024320	Npc1a
O61307	FBgn0004449	Ten-m
Q9VG30	FBgn0038082	Ugt37A2
D8FT20	FBgn0011205	fbl
Q7JRH5	FBgn0034313	CG5726
Q9VL26	FBgn0032193	CG5727
Q9VC94	FBgn0039182	CG5728
Q0E931	FBgn0027836	Dgp-1
P22464	FBgn0000083	AnxB9
Q9VL27	FBgn0032192	CG5731
Q9VD44	FBgn0038934	Gld2
A1YK02	FBgn0034310	Nup75
Q9VL28	FBgn0032191	Snx17
Q9VDF1	FBgn0038851	dmrt93B
Q7KRI2	FBgn0022238	lolal
Q7K3G2	FBgn0034304	CG5742
P37236	FBgn0030897	Frq1
Q95RC5	FBgn0038855	CG5745
Q8IGI0	FBgn0039186	CG5746
B7Z0F0	FBgn0266757	mfr
P22813	FBgn0001222	Hsf
Q7Z020	FBgn0035934	TrpA1
P25159	FBgn0003520	stau
Q9VJA5	FBgn0032664	Slc25A46b
A1ZB32	FBgn0034301	CG5756
A1ZB29	FBgn0034299	CG5757
Q0E8P5	FBgn0032666	CG5758
Q9V395	FBgn0028468	rtet
Q9VC86	FBgn0039190	CG5762
A1ZB24	FBgn0034294	Muc55B
A1ZB21	FBgn0034292	CG5767
Q7JYK5	FBgn0034291	CG5770
O18335	FBgn0015790	Rab11
A0A1W5PZ45	FBgn0028675	Sur
A1ZB19	FBgn0034290	CG5773
Q9VK63	FBgn0032450	CG5776
Q9VD49	FBgn0038930	BomT3
Q9VK67	FBgn0032446	IFT43
Q9VK65	FBgn0032448	CG5781
Q9VJ98	FBgn0032670	CG5783
Q9V895	FBgn0034282	Mapmodulin
P42286	FBgn0003701	thr
Q9VDE5	FBgn0010770	ppan
Q9VK59	FBgn0032454	CG5787
Q7K738	FBgn0026316	Ubc10
Q9VC63	FBgn0039207	CG5789
Q9VJ90	FBgn0032677	CG5790
Q9VD48	FBgn0040582	BomBc3
Q9VK57	FBgn0032455	Pih1D1
Q9VDE2	FBgn0038858	CG5793
Q9VC56	FBgn0039214	puf
Q9VC52	FBgn0020018	Ppox
H1UUC2	FBgn0038862	Usp8
Q8MLT6	FBgn0020307	dve
Q9VX34	FBgn0030855	CG5800
Q9VDD7	FBgn0250820	meigo
P15278	FBgn0000636	Fas3
Q9VSP9	FBgn0035926	Acbp5
Q9VC40	FBgn0039223	CG5805
Q9VC35	FBgn0027539	lili
Q9XYZ6	FBgn0027617	CG5808
Q9V438	FBgn0025678	CaBP1
Q9VDD4	FBgn0038866	CG5810
P25931	FBgn0004842	RYa-R
Q9VB86	FBgn0029170	TwdlT
Q9NK54	FBgn0000307	chif
Q9I7I0	FBgn0015625	CycB3
Q8IMP6	FBgn0027574	CG5815
Q9V3D0	FBgn0001995	mRpL4
Q7JWP9	FBgn0034717	CG5819
A0A0B4LGB0	FBgn0013272	Gp150
Q9W254	FBgn0022985	qkr58E-2
Q9VEJ4	FBgn0038515	CG5823
Q9VEJ2	FBgn0010926	l(3)07882
C0HL66	FBgn0014857	His3.3A
Q9VEJ0	FBgn0038519	Prx3
Q9VMU4	FBgn0261608	RpL37A
Q9VMU2	FBgn0031682	CG5828
M9PFN0	FBgn0036556	hzg
Q9VG58	FBgn0051354	Hsp70Bbb
Q9VDZ9	FBgn0038682	CG5835
A0A0B4KG60	FBgn0025571	SF1
P55162	FBgn0011771	Hem
Q94883	FBgn0015664	Dref
A0A0B4KGC5	FBgn0038516	P5cr-2
Q9VUX2	FBgn0263601	mib1
M9PI57	FBgn0036414	nan
Q9VG69	FBgn0038049	Srlp
Q9VL58	FBgn0032171	CG5846
Q9VPG1	FBgn0036985	zye
Q03017	FBgn0000250	cact
E1JIS5	FBgn0038897	CG5849
Q0E8R8	FBgn0032172	CG5850
Q9VEK8	FBgn0028992	sds22
Q9VL61	FBgn0032167	CG5853
Q9VCF8	FBgn0039130	CG5854
P49858	FBgn0000339	cni
Q9VCG4	FBgn0039125	Ndc1
A1ZAK1	FBgn0025830	IntS8
Q9VEK4	FBgn0038506	CG5860
Q9V3I6	FBgn0015338	CG5861
Q9VDD1	FBgn0038868	CG5862
Q9VEK3	FBgn0038507	CG5863
B8A403	FBgn0039132	AP-1sigma
Q9VEK2	FBgn0038508	CG5866
Q9Y143	FBgn0027586	CG5867
Q9VJL6	FBgn0028894	GMF
Q00963	FBgn0250788	beta-Spec
Q9VDC9	FBgn0038870	Oga
X2JBC3	FBgn0036991	CtIP
Q9VEJ9	FBgn0038511	cysu
Q86NP2	FBgn0038872	Nelf-A
Q9V3R8	FBgn0028375	heix
Q9VXW9	FBgn0030625	CG5877
Q9VBL5	FBgn0039378	alpha4GT2
Q9VB73	FBgn0039489	CG5880
Q9VB72	FBgn0039490	CG5882
Q9VTR0	FBgn0036225	CG5883
O97111	FBgn0026192	par-6
Q9VL69	FBgn0025700	CG5885
Q9VBL3	FBgn0039379	CG5886
Q7K4Y0	FBgn0086687	Desat1
Q7KT58	FBgn0028523	CG5888
E1JIZ5	FBgn0029155	Men-b
A0A4P1SAA7	FBgn0039380	CG5890
Q9VDC5	FBgn0038873	CG5892
Q24533	FBgn0000411	D
E1JI10	FBgn0036560	CG5895
Q9VB68	FBgn0039494	grass
